"id","operator_control_number","difficulty_date","submission_date","operator_designator_id","submitter_designator_id","submitter_type_code","receiving_region_code","receiving_district_office","sdr_type","nature_condition_a","nature_condition_b","nature_condition_c","precautionary_proc_a","precautionary_proc_b","precautionary_proc_c","precautionary_proc_d","stage_of_operation","how_discovered","discrepancy","aircraft_id","operator_id","jasc_code","engine_make","engine_model","engine_serial_number","engine_total_time","engine_total_cycles","propeller_make","propeller_model","propeller_serial_number","propeller_total_time","propeller_total_cycles","part_make","part_name","part_number","part_serial_number","part_condition","part_location","part_total_time","part_total_cycles","part_time_since","part_since_code","component_make","component_model","component_name","component_part_number","component_serial_number","component_location","component_total_time","component_total_cycles","component_time_since","component_since_code","fuselage_station_from","fuselage_station_to","stringer_from","stringer_from_side","stringer_to","stringer_to_side","wing_station_from","wing_station_from_side","wing_station_to","wing_station_to_side","butt_line_from","butt_line_from_side","butt_line_to","butt_line_to_side","water_line_from","water_line_to","crack_length","number_of_cracks","corrosion_level","structural_other","aog_flag","severity","emer_flag","divert_flag","fail_flag","fault_flag","inter_flag","fire_flag","leak_flag","press_flag","elec_flag","fuel_flag","hyd_flag","flightctrl_flag","struct_flag","mel_flag","failed_part","jasc_code_description","ata_chapter","ata_chapter_description"
16651,"AALA202412021566","2024-12-01","2024-12-02",7,7,"A","SW","21","A","K","J","","A","","","","CL","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: HYDRAULIC SYSTEM-A QUANTITY DECREASED FROM 93% TO 77% WITHIN 5 MINUTES AFTER TAKEOFF. CONTINUED LOSS AT 1% EVERY TEN MINUTES THERE AFTER; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT DFW. **SUPPLEMENTAL REPORT WILL BE SUBMITTED**(OPEN).",1381,7,"2910","","","","","","","","","","","","HYDRAULIC SYSTEM","","","LEAKING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","","","","","","","","","","","","","CND","HYDRAULIC SYSTEM, MAIN",29,"Hydraulic Power"
16652,"AALA202412065800","2024-12-05","2024-12-06",7,7,"A","SW","21","A","O","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANTS REPORTED THAT FORWARD GALLERY SERVICE DOOR INFLATABLE SLIDE HAS MATERIAL DRAGGING ON FLOOR IN A WAY THAT IS NOT NORMALLY SEEN. REINSTALLED FORWRD GALLEY SERVICE DOOR SLIDE. PER AMM 52-20-00.",811,7,"2565","","","","","","","","","","","","SLIDE","","","OUT OF POSITION","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","ESCAPE SLIDE",25,"Equipment / Furnishings"
16691,"AALA202501091118","2024-12-21","2025-01-09",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: RIGHT HAND OUTBOARD AFT FLAP IS DELAMINATED AT LOWER INBOARD END. REMOVED AND INSTALLED SERVICEABLE RIGHT HAND OUTBOARD AFT FLAP, PER B737NG AMM 27-51-22. PERFORMED SATISFACTORY RIGHT HAND OUTBOARD AFT FLAP RIG AND ADJUSTMENT AND OPERTIONAL CHECKS, PER B737NG AMM 27-51-22.",395,7,"5753","","","","","","","","","","","BOEING","SKIN","","","DELAMINATED","ZONE 600 FLAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","",1,"","","","","","","",1,"","","other","TRAILING EDGE FLAPS",57,"Wings"
16655,"AALA202412093102","2024-12-08","2024-12-09",7,7,"A","SW","21","A","O","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR BINDS ON DOOR FRAME IN FLIGHT DIFFICULT TO OPEN AND CLOSE. RESECURED LOOSE SCREWS ON TRANSITION PLATE. OPERTIONAL CHECK GOOD.",139,7,"5250","","","","","","","","","","","","DOOR","","","UNSECURE","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",1,"","door","FIXED INNER DOORS",52,"Doors"
16656,"AALA202412096278","2024-12-06","2024-12-09",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT IN BASE MAINTENANCE: L2 EMERGENCY ESCAPE SLIDE LATCH RELEASE TEST FAILED. REMOVED AND REPALCED SLIDE.",722,7,"2565","","","","","","","","","","","BFGOODRICH","SLIDE","5A3307701","BNG26289","NO TEST","ZONE 800",15890,6881,5903,"O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","latch","ESCAPE SLIDE",25,"Equipment / Furnishings"
16663,"AALA202412199009","2024-12-18","2024-12-19",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: COCKPIT DOOR IS VERY DIFFICULT TO OPEN FROM OUTSIDE EVEN WITH FLIGHT DECK DOOR UNLOCKED. LUBRICATED COCKPIT DOOR. PER FIM 52-50-00-810-802. COCKPIT DOOR OPERTIONAL CHECK GOOD.",444,7,"5250","","","","","","","","","","","","DOOR","","","LACK OF LUBE","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
16668,"AALA202412208530","2024-12-19","2024-12-20",7,7,"A","SW","21","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTADNET LOCKED DOOR TO AFT LEFT LAVATORY THEN UNLOCKED IT BUT ARE UNABLETO OPEN THE DOOR NOW. UNJAMMED DOOR OF AFT LEFT LAVATORY. OPERTIONAL CHECKS GOOD.",435,7,"5250","","","","","","","","","","","","DOOR","","","STUCK","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
23841,"AALA202505127851","2025-05-11","2025-05-12",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT WAS GROUNDED: EMMERGENCY AISLE ILLUMITING LIGHT ON THE LEFT REAR SIDE OF THE CABIN IS INOPERATIVE. REMOVED AND REPLACED THE RIGHT HAND SIDE POWER SUPPLY BATTERY PACK, OPERTIONAL CHECK GOOD. PER AMM 33-51-06.",1369,7,"3350","","","","","","","","","","","","BATTERY PACK","","","NO TEST","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","",1,"","","","","","","pack","EMERGENCY LIGHTING",33,"Lights"
16671,"AALA202412191594","2024-12-14","2024-12-19",7,7,"A","SW","21","A","B","","","K","","","","CR","O","AIRCRAFT WAS GROUNDED: STRONG SMELL OF FUMES FROM PREFLIGHT TO LANDING. DEFINITELY IN THE FLIGHT DECK AND FLIGHT ATTENDANTS ALSO REPORTED IN THE CABIN. DURING TROUBLESHOOTING FOUND OVERALL APU AREA CONTAMINATED WITH OIL AND SOOT STAINED PRIMARILY IN THE OIL COOLER AREA, BURNED OIL SMELL AND SOME SMOKE UPON DOORS OPENING. REMOVE AND REPLACED APU OIL COOLER. PER AMM 49-91-41. OPERTIONAL CHECK GOOD. NO LEAKS NOTED.",354,7,"4990","","","","","","","","","","","HNYWL","OIL COOLER","","","CONTAMINATED","ZONE 100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","",1,"","","","","","","",1,"door","APU OIL SYSTEM",49,"Airborne Auxiliary Power"
16672,"AALA202412201743","2024-12-13","2024-12-20",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT TRANSITION PANEL LOCATED BETWEEN STA 727 AND STA 1016, AT S25L, LBL 26. REPLACED TRANSITION PANEL PER AARD51-00-05-1.",514,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","146A750231","","CORRODED","ZONE 100","","","","","","","","","","","","","","","727","1016","25","L","","","","","","","26.0","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16674,"AALA202412200787","2024-12-20","2024-12-20",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING AT BS 540 AND RBL 15.04. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1. THIS ACCOMPLISHES BOEING SB-737-57-1309.",547,7,"5320","","","","","","","","","","","BOEING","FITTING","111A24011","","CRACKED","ZONE 200","","","","","","","","","","","","","","","540","","","","","","","","","","15.04","R","","","","","",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16675,"AALA202412201750","2024-12-20","2024-12-20",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING AT BS 540 AND RBL 6.14. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1. THIS ACCOMPLISHES BOEING SB-737-57-1309.",547,7,"5320","","","","","","","","","","","BOEING","FITTING","111A24012","","CRACKED","ZONE 200","","","","","","","","","","","","","","","540","","","","","","","","","","6.14","R","","","","","2.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16676,"AALA202412230156","2024-12-21","2024-12-23",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT WAS GROUNDED: EMERGENCY CEILING LIGHT INOPERATIVE AT LEFT HAND ROW 17ABC. **SUPPLEMENTAL REPORT WILL BE SUBMITTED**(OPEN).",1088,7,"3350","","","","","","","","","","","","LIGHT","","","INOPERATIVE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","CND","EMERGENCY LIGHTING",33,"Lights"
16677,"AALA202412233410","2024-12-20","2024-12-23",7,7,"A","SW","21","A","O","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR AND LOCK DIFFICULT TO OPERATE. READJUSTED LAVATORY-D DOOR THRESHOLD. PER AMM 25-40-00.",1005,7,"5250","","","","","","","","","","","","DOOR","","","OUT OF ADJUST","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
16679,"AALA202412243705","2024-12-20","2024-12-24",7,7,"A","SW","21","A","O","","","K","","","","IN","O","AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANTS FLIGHT LIGHT L2 DOOR OUTBOARD WILL NOT TEST. REMOVED AND REPLACED FLASHLIGHT.",1261,7,"2560","","","","","","","","","","","","FLASHLIGHT","P2070020002","","INOPERATIVE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
16680,"AALA202412249042","2024-12-16","2024-12-24",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL L BRACKET LOCATED FROM STA 380 TO STA 400 AT BL0 REPLACED L BRACKET PER SRM 53-00-02 AND AARD 51-00-05-1.",514,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","","","CRACKED","ZONE 200","","","","","","","","","","","","","","","380","400","","","","","","","","","0.0","","","","","","2.0",1,"","","",0,"","","","","","","","",1,"","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16681,"AALA202412241282","2024-12-18","2024-12-24",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL BETWEEN STA 500 AND STA 500A AT S24R. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.",975,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","143A812629","","CORRODED","ZONE 100","","","","","","","","","","","","","","","500","500A","24","R","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16683,"AALA202412309507","2024-12-29","2024-12-30",7,7,"A","SW","21","A","O","","","O","","","","LD","O","AIRCRAFT IN BASE MAINTENANCE: DURING POST CHECK TEST FLIGHT THE FLIGHT CREW REPORTED THAT THE AIRCRAFT PULLS HARD LEFT DURING HARD MANUAL BRAKING DURING LANDING ROLLOUT AND TAXI WITH MANUAL OR ANTI SKID OPERATION. MAINTENANCE BLED THE BRAKES PER AMM 32-41-00 AND A NOTICEABLE DIFFEENCE IN THE BRAKING ACTION ON THE #3 AND #4 BRAKING WAS NOTED.",283,7,"3240","","","","","","","","","","","BOEING","BRAKE SYS","","","CONTAMINATED","ZONE 700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,"","","","","","","","","","","","","","","brake","LANDING GEAR BRAKE SYSTEM",32,"Landing Gear"
16684,"AALA202412309455","2024-12-29","2024-12-30",7,7,"A","SW","21","A","O","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: FLIGHT CREW REPORTED THAT THE FLIGHT DECK ACCESS LOCK INTERMITTENTLY DOES NOT UNLOCK WHEN FLIGHT DECK ACCESS SYSTEM SWITCH IS TURNED OFF. FLIGHT CREW REPORTED THAT THE LOCK FAIL LIGHT DOES NOT ILLUMINATE AND THERE IS NO AUDIBLE SOLENOID DISENGAGE. MAINTENANCE LUBRICATED THE DOOR LATCH ASSEMBLY AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 52-51-01.",583,7,"5250","","","","","","","","","","","BOEING","DOOR LATCH","","","STICKING","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","",1,"","","","","","","","","","switch","FIXED INNER DOORS",52,"Doors"
16688,"AALA202501039035","2024-12-30","2025-01-03",7,7,"A","SW","21","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: LAVATORY E, AIRCRAFT AFT RIGHT LAVATORY DOOR IS STUCK IN THE CLOSED POSITION AND THE HANDLE WILL NOT OPEN THE DOOR. MAINTENANCE REPLACED THE DOOR LATCH AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER CMM 25-40-65.",422,7,"5250","","","","","","","","","","","","DOOR LATCH","SC1L5000203","","INOPERATIVE","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","",1,"","","latch","FIXED INNER DOORS",52,"Doors"
16695,"AALA202412160221","2024-12-15","2024-12-16",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND RBL 32.40 WORN. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1. THIS ACCOMPLISHES BOEING SB-737-57-1309.",722,7,"5320","","","","","","","","","","","BOEING","FITTING","111A24011","","WORN","ZONE 100","","","","","","","","","","","","","","","540","","","","","","","","","","32.4","R","","","","","","","","","",0,"","","","","","","","","","","","","","","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16700,"AALA202412055761","2024-12-04","2024-12-05",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS GROUNDED: FOUND DELAMINATION AND EXFOLIATION DUE TO CORROSION WITH THE FOLLOWING DIMENSIONS. 1 INCH WIDE FROM EDGE SKIN TO FORWARD, 5.250 INCHES LONG FROM INBOARD TO OUTBOARD, AND DEPTH 100 % (VERTICAL AXIS) EQUAL TO THE SKIN THICKNESS. 10 INCHES OUTBOARD FROM WING STATION WS 736.5AT RIGHT HAND WING LOWER SKIN, NEAR REAR SPAR. **SUPPLEMENTAL REPORT WILL BE SUBMITTED**(OPEN).",1046,7,"5730","","","","","","","","","","","","SKIN","","","DELAMINATED","ZONE 600","","","","","","","","","","","","","","","","","","","","","736.0","","","","","","","","","","","","","","",0,"","","",1,"","","","","","","","",1,"","CND","WING, PLATES/SKINS",57,"Wings"
16717,"AALA202412202080","2024-12-20","2024-12-20",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING AT BS 540 AND LBL 15.04. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1. THIS ACCOMPLISHES BOEING SB-737-57-1309.",547,7,"5320","","","","","","","","","","","BOEING","FITTING","111A24012","","CRACKED","ZONE 100","","","","","","","","","","","","","","","540","","","","","","","","","","15.04","L","","","","","2.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
24707,"AALA202502036200","2025-02-01","2025-02-03",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY HAS ONE OF FOUR SCREWS THAT RAISES ABOVE THE FLOOR THRESHOLD IT IS BLOCKING THE FOLDING DOOR FROM FULLY OPENING OR CLOSING. INTALLED. MISSING SCREW ON AFT LEFT LAVATORY DOOR.",1222,7,"5250","","","","","","","","","","","","DOOR","","","OBSTRUCTED","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
16723,"AALA202412132549","2024-12-12","2024-12-13",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: LEFT OVERWING EMERGENCY EXIT LIGHT COVER BROKEN. REPLACED EMERGENCY LIGHT ASSEMBLY AT LEFT OVERWING EXIT AFT OF SEAT16A PASSENGER WINDOW. OPERTIONAL CHECK GOOD. PER AMM 33-51-01.",806,7,"3350","","","","","","","","","","","","LENS","","","BROKEN","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","window","EMERGENCY LIGHTING",33,"Lights"
19364,"AALA202404268445","2024-04-25","2024-04-26",7,7,"A","SW","21","A","O","","","K","","","","TX","O","AIRCRAFT WAS GROUNDED: AFTER GATE ARRIVAL UPON OPENING 1L PASSENGER DOOR, THE SLIDE FELL OUT OF THE BUSTLE AND ONTO THE RAMP.**SUPPLEMENTAL REPORT WILL BE SUBMITTED**(OPEN).",743,7,"2565","","","","","","","","","","","","SLIDE","UNKNOWN","","DISLODGED","L1 DOOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","","","","",1,"","","","","","CND","ESCAPE SLIDE",25,"Equipment / Furnishings"
16724,"AALA202412135555","2024-12-11","2024-12-13",7,7,"A","SW","21","A","B","","","O","","","","LD","O","AIRCRAFT WAS GROUNDED: AFTER LANDING FLIGHT ATTENDANT IN THE REAR REPORTED A MOMENTARY SMELL OF RUBBER. CLEARED AFTER A COUPLE OF SECONDS. POST FLIGHT LOOKED NORMAL PER FIRST OFFICER BUT REPORTED AN UNUSUAL SMELL OF OIL AROUND ENGINES. OIL LEVELS NORMAL. FOUND NO ODORS IN CABIN OR AROUND ENGINES IAW W/C 09L0021001 (B737-MAX8) INITIAL T/S - SMOKE ODOR FUMESALSO FOUND BOTH HYDRAULIC FLUID LVLS WITHIN SERVICEABLE LIMITS. PER MM 12-12-00. NO FAULT FOUND**(CLOSED).",1377,7,"2120","","","","","","","","","","","","UNKNOWN","","","ODOR","CABIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","",1,"",1,"","","","","","","",1,"CND","AIR DISTRIBUTION SYSTEM",21,"Air Conditioning"
16729,"AALA202501021754","2024-12-31","2025-01-02",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: AFT LEFT LAVATORY DOOR STICKS AND DIFFICULT TO OPERATE. ADJUSTED LAVATORY-D DOOR AND LUBED UPPER TRACK. PER AMM 25-40-14.",1227,7,"5250","","","","","","","","","","","","DOOR","","","OUT OF ADJUST","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
25132,"AALA202502241327","2025-02-21","2025-02-24",7,7,"A","SW","21","A","O","","","O","","","","NR","9","AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANT REPORTS THE LEFT AFT LAVATORY DOOR LOCK IS STICKING. ADJUSTED AND LUBRICATED LEFT AFT LAVATROY DOOR LOCK, OPERTIONAL CHECK GOOD. PER AMM 25-40-00.",443,7,"5250","","","","","","","","","","","","LOCK","","","STICKING","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
23842,"AALA202505138000","2025-05-12","2025-05-13",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN FORWARD CARGO DOOR INTERNAL WEB FROM STA 442.6 TO STA 489.82 AT RBL 50. REPAIRED WEB PER EA 364551.",1324,7,"5320","","","","","","","","","","","BOEING","WEB","","","CRACKED","ZONE 100","","","","","","","","","","","","","","","442.6","489.82","","","","","","","","","50","R","","","","","1.0",1,"","","",0,"","","","","","","","","","","","",1,"","door","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16740,"AALA202501107813","2024-12-18","2025-01-10",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL BETWEEN STA 500D AND STA 500F AT LBL 23.5. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.",975,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","143A7501187","","CORRODED","ZONE 100","","","","","","","","","","","","","","","500D","500F","","","","","","","","","23.5","L","","","","","","","","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16748,"AALA202412033548","2024-12-02","2024-12-03",7,7,"A","SW","21","A","B","","","O","","","","NR","O","AIRCRAFT WAS GROUNDED: COMPLY WITH TASK CARD 08L00021001 B737NG SMOKE ODOR FUMES INITIAL TROUBLESHOOTING BEFORE FURTHER FLIGHT. ACCOMPLISHED TASK CARF08L00021. FOUND LEFT HAND RECIRCULATION FAN FINS MOTOR WITH BURNING SMELL. REMOVED AND REPLACED LEFT-HAND RECIRCULATION FAN (AALA202412032693), PER AMM 21-25-02. REMOVED AND REPLACED LEFT-HAND (AALA202412033548) AND RIGHT-HAND (AALA202412039697) RECIRCULATION FILTER, PER AMM 21-25-01. PERFORMED RECIRCULATION SYSTEM TEST, PER AMM 21-25-01. NO BURNING SMELLS IN THE CABIN OPERTIONAL CHECK GOOD.",304,7,"2120","","","","","","","","","","","","AIR FILTER","","","ODOR","ZONE 100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","",1,"","","","","","","",1,"fan","AIR DISTRIBUTION SYSTEM",21,"Air Conditioning"
16749,"AALA202412028130","2024-12-01","2024-12-02",7,7,"A","SW","21","A","O","","","K","","","","IN","O","AIRCRAFT WAS NOT GROUNDED: COCKPIT DOOR WILL NOT UNLOCK WITH FLIGHT DECK DOOR CONTROL SWITCH ON CENTER CONSOLE. REMOVED AND REPLACED COCKPIT DOOR MODULE, OPERTIONAL CHECK GOOD. PER AMM 52-51-07.",10,7,"5250","","","","","","","","","","","","MODULE","69764369","F06891","INOPERATIVE","ZONE 800",8699,3994,8699,"O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","switch","FIXED INNER DOORS",52,"Doors"
16751,"AALA202412055572","2024-12-04","2024-12-05",7,7,"A","SW","21","A","O","","","A","","","","CL","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: NUMBER 2 TIRE BLOWN ON; AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT PHX. REMOVE AND REPLACED NUMBER 2 TIRE.",1208,7,"3245","","","","","","","","","","","","TIRE","C20626200","AS018C20626","FAILED","ZONE 700",447,212,447,"O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","",1,"","","","","","","","","","","tire","TIRE TUBE",32,"Landing Gear"
16754,"AALA202412090483","2024-12-08","2024-12-09",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT WAS NOT GROUNDED: AFT RIGHT DOOR EXTERIOR EMERGENCY EXIT LIGHT INOPERATIVE. RELAMPED AFT RIGHT DOOR EXTEROIR EMERGENCY EXIT LIGHT. PER AMM 33-51-04.",474,7,"3350","","","","","","","","","","","","LAMP","","","INOPERATIVE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY LIGHTING",33,"Lights"
16755,"AALA202412188219","2024-12-09","2024-12-18",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER FLOOR STRUCTURE INTERCOSTAL LOCATED FROM STA 277 TO STA 294.5 AT BL 0. REPLACED INTERCOSTAL PER AARD 51-00-05-1.",647,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","141A5410139","","CRACKED","ZONE 200","","","","","","","","","","","","","","","277","294.5","","","","","","","","","0.0","","","","","","1.0",1,"","","",0,"","","","","","","","",1,"","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
16787,"AALA202412308459","2024-12-29","2024-12-30",7,7,"A","SW","21","A","O","","","D","","","","TX","V","AIRCRAFT WAS GROUNDED: DURING TAXI OUT L2 WINDOW PAIN STARTED TO CRACK IN MULTIPLE PLACES AND THE AIRCRAFT RETURNED TO THE GATE. MAINTENANCE REPLACED THE L2 SLIDING WINDOW AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 56-11-31.",1154,7,"5610","","","","","","","","","","","BOEING","SLIDING WINDOW","141A481037","UNIT154","CRACKED","ZONE 200",41022,17260,5167,"O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","","","","","","","","",1,"","window","FLIGHT COMPARTMENT WINDOWS",56,"Windows"
16769,"AALA202412206970","2024-12-03","2024-12-20",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: G7 CLOSET EMERGENCY LIGHTS ARE CRACKED. REPLACED CRACKED EMERGENCY EXIT LIGHT AT G7 CLOSET AND PERFORMED SATISFACTORY OPERATIONAL CHECK GOOD. PER B737-NG AMM 33-51-14-960-802.",486,7,"3350","","","","","","","","","","","","LIGHT","","","CRACKED","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","",1,"","other","EMERGENCY LIGHTING",33,"Lights"
